Name,Email,Country,Hours_Studied,Marks,Attendance_%,Assignments_Score,Final_Grade
Student_2708,student2708@example.com,UK,8.83,41.74,57.41,69.97,D
Student_2709,student2709@example.com,India,9.51,51.85,55.72,86.4,C
Student_2710,student2710@example.com,UK,5.12,99.75,53.32,68.46,A
Student_2711,student2711@example.com,Germany,5.9,92.53,99.31,96.34,C
Student_2712,student2712@example.com,India,9.49,67.87,98.42,88.31,A
Student_2713,student2713@example.com,Australia,4.51,82.55,65.43,82.17,B
Student_2714,student2714@example.com,Japan,6.55,65.04,66.92,48.76,C
Student_2715,student2715@example.com,Germany,7.58,90.81,76.01,47.39,B
Student_2716,student2716@example.com,UK,8.21,92.82,77.17,91.38,A
Student_2717,student2717@example.com,UK,8.22,35.68,78.04,69.39,A
Student_2718,student2718@example.com,UK,6.35,92.21,65.92,45.66,B
Student_2719,student2719@example.com,Brazil,3.33,60.75,92.72,83.58,B
Student_2720,student2720@example.com,UK,7.9,99.37,69.38,78.5,A
Student_2721,student2721@example.com,Australia,2.74,33.77,59.56,60.18,C
Student_2722,student2722@example.com,Brazil,5.07,93.73,76.98,76.06,B
Student_2723,student2723@example.com,Brazil,1.03,55.69,81.48,42.22,B
Student_2724,student2724@example.com,UK,9.52,81.14,57.33,97.61,C
Student_2725,student2725@example.com,UK,3.01,39.07,92.88,79.64,D
Student_2726,student2726@example.com,Canada,3.78,44.37,94.18,91.58,A
Student_2727,student2727@example.com,Canada,7.73,61.85,78.36,71.29,D
Student_2728,student2728@example.com,India,3.35,62.12,65.11,92.11,B
Student_2729,student2729@example.com,Japan,5.55,33.84,79.25,73.55,A
Student_2730,student2730@example.com,Australia,5.66,80.15,51.32,52.71,C
Student_2731,student2731@example.com,Brazil,3.59,70.99,50.84,81.54,A
Student_2732,student2732@example.com,UK,2.81,92.26,91.5,42.36,C
Student_2733,student2733@example.com,UK,4.26,59.55,96.72,63.82,D
Student_2734,student2734@example.com,UK,9.27,42.22,73.82,72.45,A
Student_2735,student2735@example.com,Germany,9.29,37.33,76.58,98.63,D
Student_2736,student2736@example.com,Brazil,3.1,40.09,70.17,52.46,D
Student_2737,student2737@example.com,Brazil,3.51,85.3,95.28,96.94,A
Student_2738,student2738@example.com,India,5.43,86.83,73.93,43.78,D
Student_2739,student2739@example.com,UK,7.26,46.65,69.44,68.33,D
Student_2740,student2740@example.com,Germany,8.16,48.84,66.98,59.46,C
Student_2741,student2741@example.com,Germany,2.9,54.09,84.51,42.83,C
Student_2742,student2742@example.com,UK,9.14,95.3,73.82,54.55,C
Student_2743,student2743@example.com,Brazil,2.14,78.58,93.28,69.02,D
Student_2744,student2744@example.com,Germany,2.56,92.66,84.45,99.47,A
Student_2745,student2745@example.com,UK,2.95,48.81,64.69,79.11,D
Student_2746,student2746@example.com,India,9.33,73.05,84.47,74.45,A
Student_2747,student2747@example.com,USA,5.66,92.49,86.71,90.32,D
Student_2748,student2748@example.com,UK,3.1,86.93,62.68,79.11,C
Student_2749,student2749@example.com,Brazil,8.54,54.19,68.33,47.09,B
Student_2750,student2750@example.com,Canada,3.25,31.04,57.69,55.23,C
Student_2751,student2751@example.com,Brazil,9.04,46.09,94.99,86.7,B
Student_2752,student2752@example.com,India,5.0,38.84,75.97,79.61,D
Student_2753,student2753@example.com,India,3.2,98.39,97.89,51.02,B
Student_2754,student2754@example.com,Canada,6.81,46.38,89.26,74.65,C
Student_2755,student2755@example.com,Brazil,2.86,51.87,71.44,78.11,C
Student_2756,student2756@example.com,Australia,4.62,78.2,83.61,56.05,C
Student_2757,student2757@example.com,India,9.51,67.73,83.59,78.23,C
Student_2758,student2758@example.com,Canada,1.8,80.76,57.74,88.36,B
Student_2759,student2759@example.com,USA,6.72,51.12,87.08,90.42,D
Student_2760,student2760@example.com,Japan,6.43,88.3,57.34,45.56,A
Student_2761,student2761@example.com,Germany,9.8,99.37,73.29,51.86,A
Student_2762,student2762@example.com,USA,9.47,68.64,87.01,66.49,C
Student_2763,student2763@example.com,Germany,9.93,74.54,96.32,84.48,B
Student_2764,student2764@example.com,USA,7.39,95.57,65.41,40.83,B
Student_2765,student2765@example.com,UK,4.31,83.51,93.15,92.77,C
Student_2766,student2766@example.com,Japan,2.96,99.93,82.93,78.95,D
Student_2767,student2767@example.com,USA,7.81,40.7,53.13,75.33,A
Student_2768,student2768@example.com,Japan,4.4,35.87,99.58,87.22,B
Student_2769,student2769@example.com,Australia,2.77,86.64,69.08,43.38,D
Student_2770,student2770@example.com,India,2.82,98.2,67.41,56.65,D
Student_2771,student2771@example.com,Japan,9.63,58.34,97.6,81.73,A
Student_2772,student2772@example.com,India,2.32,58.23,71.43,58.4,C
Student_2773,student2773@example.com,USA,4.2,96.49,67.36,76.15,D
Student_2774,student2774@example.com,Germany,5.2,64.29,54.66,76.33,D
Student_2775,student2775@example.com,UK,7.72,75.6,88.95,45.7,A
Student_2776,student2776@example.com,UK,6.66,73.38,66.14,56.7,D
Student_2777,student2777@example.com,UK,9.67,79.68,98.49,83.79,B
Student_2778,student2778@example.com,Brazil,7.04,63.06,55.1,84.55,C
Student_2779,student2779@example.com,Canada,9.04,69.27,56.43,48.11,B
Student_2780,student2780@example.com,UK,8.27,65.18,98.03,41.17,C
Student_2781,student2781@example.com,UK,1.86,94.25,69.86,94.41,C
Student_2782,student2782@example.com,Japan,8.13,98.26,96.56,66.99,A
Student_2783,student2783@example.com,USA,8.25,54.08,59.11,84.7,A
Student_2784,student2784@example.com,Germany,9.04,81.51,62.72,81.79,B
Student_2785,student2785@example.com,USA,8.09,66.77,62.63,48.36,C
Student_2786,student2786@example.com,USA,6.83,84.87,76.74,75.81,C
Student_2787,student2787@example.com,India,9.61,82.02,83.63,82.93,D
Student_2788,student2788@example.com,India,8.59,43.05,53.19,65.17,C
Student_2789,student2789@example.com,Australia,2.54,92.45,91.21,96.26,B
Student_2790,student2790@example.com,Japan,9.47,48.02,77.72,88.6,C
Student_2791,student2791@example.com,Germany,1.77,64.01,94.75,59.29,A
Student_2792,student2792@example.com,USA,4.62,94.7,99.0,79.77,A
Student_2793,student2793@example.com,Australia,5.1,90.02,93.63,72.41,C
Student_2794,student2794@example.com,India,3.91,38.14,99.79,42.39,B
Student_2795,student2795@example.com,USA,6.97,81.33,62.9,93.71,B
Student_2796,student2796@example.com,USA,7.33,65.71,88.18,59.15,B
Student_2797,student2797@example.com,Germany,4.29,36.38,64.12,47.87,B
Student_2798,student2798@example.com,Canada,2.14,91.3,53.33,43.33,A
Student_2799,student2799@example.com,India,2.92,89.7,77.34,98.11,A
Student_2800,student2800@example.com,USA,6.43,73.0,97.83,74.89,D
Student_2801,student2801@example.com,Japan,6.3,31.63,65.05,97.29,C
Student_2802,student2802@example.com,Germany,9.67,57.63,62.98,41.21,C
Student_2803,student2803@example.com,UK,9.63,46.57,83.79,87.82,D
Student_2804,student2804@example.com,Japan,6.96,32.08,73.93,61.69,D
Student_2805,student2805@example.com,Brazil,4.22,59.56,80.79,99.02,D
Student_2806,student2806@example.com,Australia,4.67,33.43,65.2,41.3,A
Student_2807,student2807@example.com,USA,7.22,97.43,84.87,61.2,A
Student_2808,student2808@example.com,Australia,9.65,31.23,96.02,80.84,B
Student_2809,student2809@example.com,USA,4.92,69.42,83.46,71.37,D
Student_2810,student2810@example.com,Brazil,1.46,82.25,59.08,91.5,B
Student_2811,student2811@example.com,Canada,2.34,30.04,52.84,55.18,C
Student_2812,student2812@example.com,Germany,3.32,57.64,60.46,92.18,C
Student_2813,student2813@example.com,Canada,2.12,91.43,78.84,71.45,D
Student_2814,student2814@example.com,Japan,3.39,79.04,73.71,97.8,C
Student_2815,student2815@example.com,Australia,1.52,90.92,89.18,69.39,A
Student_2816,student2816@example.com,Australia,5.8,60.59,78.79,75.57,B
Student_2817,student2817@example.com,USA,6.63,48.21,97.17,44.03,B
Student_2818,student2818@example.com,Canada,8.61,81.98,96.06,43.43,B
Student_2819,student2819@example.com,India,7.4,84.82,56.92,63.43,B
Student_2820,student2820@example.com,India,8.5,71.77,67.61,74.38,D
Student_2821,student2821@example.com,Brazil,8.07,38.44,93.41,97.75,A
Student_2822,student2822@example.com,Canada,2.98,92.28,71.22,56.9,C
Student_2823,student2823@example.com,Germany,6.67,66.9,86.39,57.7,D
Student_2824,student2824@example.com,Japan,5.7,60.04,68.48,55.93,A
Student_2825,student2825@example.com,Brazil,4.95,54.11,73.16,73.33,B
Student_2826,student2826@example.com,Canada,9.5,57.76,79.6,52.01,D
Student_2827,student2827@example.com,Japan,7.79,88.93,91.1,64.82,B
Student_2828,student2828@example.com,Australia,6.93,60.57,60.81,71.97,C
Student_2829,student2829@example.com,Germany,3.03,63.44,83.0,96.15,A
Student_2830,student2830@example.com,UK,4.58,55.25,82.8,96.22,C
Student_2831,student2831@example.com,Germany,5.03,42.0,70.96,65.75,B
Student_2832,student2832@example.com,Japan,1.83,88.54,59.96,98.84,B
Student_2833,student2833@example.com,USA,4.09,59.68,73.67,88.96,A
Student_2834,student2834@example.com,Germany,2.43,32.37,78.07,88.4,D
Student_2835,student2835@example.com,UK,7.46,34.56,59.39,82.21,B
Student_2836,student2836@example.com,USA,4.72,74.43,60.84,86.57,A
Student_2837,student2837@example.com,Canada,2.01,30.36,99.54,59.77,D
Student_2838,student2838@example.com,Brazil,4.05,99.83,82.13,74.53,B
Student_2839,student2839@example.com,Germany,7.8,69.61,51.34,58.35,A
Student_2840,student2840@example.com,Germany,8.42,65.16,71.88,76.45,A
Student_2841,student2841@example.com,Japan,6.31,61.05,77.71,81.61,C
Student_2842,student2842@example.com,India,4.56,84.1,56.48,77.68,C
Student_2843,student2843@example.com,Canada,9.53,54.58,89.32,64.29,D
Student_2844,student2844@example.com,India,8.68,76.73,50.06,83.96,D
Student_2845,student2845@example.com,Japan,7.19,57.49,73.44,91.59,D
Student_2846,student2846@example.com,USA,6.46,37.1,81.21,75.49,B
Student_2847,student2847@example.com,USA,4.48,61.16,53.55,48.27,B
Student_2848,student2848@example.com,Brazil,6.87,79.44,86.71,48.11,B
Student_2849,student2849@example.com,Germany,3.07,47.99,62.18,74.64,B
Student_2850,student2850@example.com,Japan,3.17,96.41,73.81,54.74,A
Student_2851,student2851@example.com,Germany,5.1,74.59,52.94,77.31,B
Student_2852,student2852@example.com,India,6.41,89.48,82.69,48.82,A
Student_2853,student2853@example.com,Brazil,7.27,65.29,68.58,54.37,B
Student_2854,student2854@example.com,Japan,4.03,98.39,84.75,41.72,D
Student_2855,student2855@example.com,Canada,2.21,33.65,80.91,43.53,C
Student_2856,student2856@example.com,Canada,8.83,72.62,94.24,56.29,B
Student_2857,student2857@example.com,Australia,9.53,98.44,85.02,75.3,B
Student_2858,student2858@example.com,Canada,3.23,59.22,56.89,98.77,A
Student_2859,student2859@example.com,India,6.03,83.2,77.41,79.6,A
Student_2860,student2860@example.com,India,2.42,34.41,99.31,50.87,A
Student_2861,student2861@example.com,Japan,3.72,41.52,76.52,58.66,D
Student_2862,student2862@example.com,UK,2.81,50.96,57.71,89.82,B
Student_2863,student2863@example.com,India,3.05,42.86,60.05,53.74,B
Student_2864,student2864@example.com,Australia,2.45,42.97,94.16,95.98,A
Student_2865,student2865@example.com,Japan,1.76,82.4,77.18,73.92,A
Student_2866,student2866@example.com,USA,8.13,32.53,74.27,65.42,D
Student_2867,student2867@example.com,Brazil,5.09,78.45,51.92,42.93,D
Student_2868,student2868@example.com,India,5.7,35.98,95.1,55.61,B
Student_2869,student2869@example.com,UK,2.18,54.55,99.18,54.41,A
Student_2870,student2870@example.com,UK,2.63,30.66,96.3,45.69,B
Student_2871,student2871@example.com,Germany,2.28,89.45,60.03,92.22,C
Student_2872,student2872@example.com,India,2.67,76.95,66.18,60.81,B
Student_2873,student2873@example.com,Canada,3.06,57.44,63.43,74.6,B
Student_2874,student2874@example.com,Australia,3.15,37.82,59.65,57.4,C
Student_2875,student2875@example.com,Australia,7.35,32.29,91.0,61.36,B
Student_2876,student2876@example.com,Germany,6.65,96.94,57.6,42.08,C
Student_2877,student2877@example.com,UK,5.11,94.38,60.18,55.72,D
Student_2878,student2878@example.com,USA,7.59,53.25,65.9,40.72,C
Student_2879,student2879@example.com,Japan,3.12,36.48,91.76,68.16,A
Student_2880,student2880@example.com,Brazil,3.37,33.46,56.89,45.4,C
Student_2881,student2881@example.com,Canada,6.47,78.79,71.83,55.79,A
Student_2882,student2882@example.com,UK,7.07,35.78,78.57,56.57,D
Student_2883,student2883@example.com,Brazil,4.85,73.0,53.3,84.51,D
Student_2884,student2884@example.com,Brazil,5.05,34.04,83.76,93.57,B
Student_2885,student2885@example.com,Canada,5.68,52.9,73.21,44.5,A
Student_2886,student2886@example.com,Germany,3.29,48.38,51.14,45.42,B
Student_2887,student2887@example.com,Brazil,7.85,83.81,71.75,99.58,D
Student_2888,student2888@example.com,India,9.51,38.85,75.06,95.09,B
Student_2889,student2889@example.com,India,3.79,55.75,63.69,62.09,D
Student_2890,student2890@example.com,India,6.96,60.63,90.14,70.24,D
Student_2891,student2891@example.com,Canada,6.42,44.5,65.72,51.68,D
Student_2892,student2892@example.com,Japan,3.71,40.73,91.06,46.05,A
Student_2893,student2893@example.com,Australia,4.57,74.86,82.92,72.51,D
Student_2894,student2894@example.com,UK,7.63,52.71,81.49,95.45,C
Student_2895,student2895@example.com,USA,2.47,58.96,94.75,91.39,B
Student_2896,student2896@example.com,Brazil,6.27,77.08,95.72,66.6,D
Student_2897,student2897@example.com,Canada,3.62,68.17,65.6,57.84,C
Student_2898,student2898@example.com,India,9.25,92.97,89.56,66.2,B
Student_2899,student2899@example.com,Brazil,6.26,52.7,56.21,97.49,A
Student_2900,student2900@example.com,Brazil,9.3,30.33,98.82,45.87,A
Student_2901,student2901@example.com,USA,4.03,63.58,91.26,60.58,B
Student_2902,student2902@example.com,Australia,2.96,42.73,90.11,40.61,C
Student_2903,student2903@example.com,Japan,7.14,58.72,94.29,49.76,D
Student_2904,student2904@example.com,Brazil,8.08,65.35,88.37,88.6,D
Student_2905,student2905@example.com,Australia,9.73,81.84,90.85,90.72,C
Student_2906,student2906@example.com,Australia,9.03,63.82,56.37,71.66,C
Student_2907,student2907@example.com,Canada,2.4,72.86,60.28,49.13,B
Student_2908,student2908@example.com,USA,6.86,61.48,88.85,71.48,C
Student_2909,student2909@example.com,Australia,9.35,60.17,56.84,62.97,A
Student_2910,student2910@example.com,Brazil,7.17,36.08,91.49,85.75,C
Student_2911,student2911@example.com,Japan,7.13,88.7,87.06,76.92,A
Student_2912,student2912@example.com,Japan,8.59,52.13,68.95,96.43,D
Student_2913,student2913@example.com,Japan,8.8,64.49,51.27,71.88,C
Student_2914,student2914@example.com,Japan,6.74,34.22,76.84,89.03,C
Student_2915,student2915@example.com,Japan,9.2,42.97,96.69,75.08,C
Student_2916,student2916@example.com,Canada,4.6,87.95,95.38,52.88,C
Student_2917,student2917@example.com,Germany,3.99,63.3,94.15,56.22,A
Student_2918,student2918@example.com,USA,8.57,53.94,86.51,99.73,A
Student_2919,student2919@example.com,Australia,9.98,78.2,65.05,54.4,A
Student_2920,student2920@example.com,India,5.59,86.13,80.86,99.09,D
Student_2921,student2921@example.com,Brazil,1.38,58.81,62.01,78.44,A
Student_2922,student2922@example.com,Japan,7.86,73.19,60.24,85.14,C
Student_2923,student2923@example.com,Australia,3.76,84.37,94.29,67.13,B
Student_2924,student2924@example.com,Canada,9.76,39.6,65.19,92.83,C
Student_2925,student2925@example.com,Canada,9.95,67.54,93.68,62.81,C
Student_2926,student2926@example.com,Australia,4.2,33.3,80.04,87.97,D
Student_2927,student2927@example.com,Japan,5.27,92.7,93.31,69.3,A
Student_2928,student2928@example.com,UK,9.53,73.93,62.94,55.51,C
Student_2929,student2929@example.com,Brazil,3.74,93.14,83.16,92.07,A
Student_2930,student2930@example.com,Australia,5.04,82.86,85.86,52.02,C
Student_2931,student2931@example.com,UK,7.56,60.18,96.63,98.53,A
Student_2932,student2932@example.com,India,2.59,65.67,62.7,80.84,D
Student_2933,student2933@example.com,USA,2.98,44.19,50.61,67.56,D
Student_2934,student2934@example.com,Australia,3.42,66.51,96.01,46.79,C
Student_2935,student2935@example.com,UK,7.39,44.44,70.68,61.94,A
Student_2936,student2936@example.com,Canada,4.65,95.49,56.71,99.68,C
Student_2937,student2937@example.com,UK,6.16,32.15,67.66,51.62,C
Student_2938,student2938@example.com,UK,1.19,62.8,72.44,84.18,B
Student_2939,student2939@example.com,Canada,6.92,31.64,89.93,59.86,A
Student_2940,student2940@example.com,UK,8.89,95.23,80.57,41.51,A
Student_2941,student2941@example.com,Brazil,3.56,52.35,93.56,58.26,B
Student_2942,student2942@example.com,Canada,3.06,97.18,51.68,62.28,D
Student_2943,student2943@example.com,Japan,4.98,36.05,85.1,47.92,B
Student_2944,student2944@example.com,UK,8.18,60.64,99.4,56.69,C
Student_2945,student2945@example.com,Brazil,8.09,53.84,66.16,65.1,A
Student_2946,student2946@example.com,UK,2.9,62.68,83.17,74.46,B
Student_2947,student2947@example.com,USA,4.92,56.41,80.28,70.14,C
Student_2948,student2948@example.com,Australia,2.76,93.99,67.0,43.57,C
Student_2949,student2949@example.com,Canada,2.4,87.02,82.79,72.74,B
Student_2950,student2950@example.com,Australia,2.57,47.41,84.58,40.96,D
Student_2951,student2951@example.com,Brazil,5.79,79.88,97.12,77.25,A
Student_2952,student2952@example.com,Australia,7.64,66.99,79.97,57.85,C
Student_2953,student2953@example.com,UK,9.06,41.07,91.44,46.25,A
Student_2954,student2954@example.com,Brazil,6.42,96.11,88.96,66.87,C
Student_2955,student2955@example.com,USA,2.3,72.17,53.16,58.53,C
Student_2956,student2956@example.com,USA,7.96,39.06,72.6,65.35,A
Student_2957,student2957@example.com,Brazil,3.31,50.13,81.95,80.41,D
Student_2958,student2958@example.com,Canada,3.38,80.78,55.99,52.81,A
Student_2959,student2959@example.com,Brazil,4.38,68.88,68.61,72.15,D
Student_2960,student2960@example.com,UK,3.7,39.71,98.88,62.67,B
Student_2961,student2961@example.com,Germany,9.76,38.19,86.8,65.4,C
Student_2962,student2962@example.com,Canada,4.06,83.75,79.32,67.98,A
Student_2963,student2963@example.com,Brazil,6.92,47.37,76.77,51.07,C
Student_2964,student2964@example.com,Canada,4.77,67.49,83.87,99.57,D
Student_2965,student2965@example.com,India,2.14,47.34,74.22,93.35,B
Student_2966,student2966@example.com,India,3.98,31.47,65.54,62.84,A
Student_2967,student2967@example.com,Canada,4.85,70.52,60.62,77.7,C
Student_2968,student2968@example.com,Canada,6.08,36.39,93.44,52.73,D
Student_2969,student2969@example.com,UK,9.22,92.47,72.91,96.78,D
Student_2970,student2970@example.com,Brazil,6.28,59.48,79.1,90.09,A
Student_2971,student2971@example.com,India,4.9,33.95,64.64,47.1,C
Student_2972,student2972@example.com,Germany,6.88,35.59,55.65,60.67,D
Student_2973,student2973@example.com,Brazil,3.63,88.36,96.3,94.91,C
Student_2974,student2974@example.com,Australia,4.5,90.09,66.36,56.8,D
Student_2975,student2975@example.com,Brazil,7.61,35.14,82.01,71.2,C
Student_2976,student2976@example.com,Germany,1.44,59.47,77.28,61.14,C
Student_2977,student2977@example.com,Germany,9.65,57.47,74.58,56.94,A
Student_2978,student2978@example.com,UK,4.86,58.64,54.01,71.01,B
Student_2979,student2979@example.com,Brazil,9.28,57.38,93.4,69.43,C
